config,seed,study,input,effective_n_loops,eval_n_loops_flag,deduce_passes,threshold,cls_threshold,augment,n_eval,correct,wrong,timeouts,accuracy,total_calls,calls_per_solve,avg_resets,unsound_rate,conflict_precision,conflict_recall
o1_xfer_Lt8_Le32,0,O1-transfer,d1_L8,32,32,1,0.1,0.6,True,200,200,0,0,1.0,730,3.65,138.94,0.007072604742407435,0.9988883648858048,0.15579373210392203
o1_xfer_Lt8_Le32,1,O1-transfer,d1_L8,32,32,1,0.1,0.6,True,200,200,0,0,1.0,280,1.4,79.045,0.00622714124949447,0.998013959030812,0.1754326467507855
o1_xfer_Lt8_Le32,mean,O1-transfer,d1_L8,32,32,1,0.1,0.6,True,200,200.0,0.0,0.0,1.0,505.0,2.525,108.9925,0.006649872995950952,0.9984511619583084,0.16561318942735376
o1_xfer_Lt8_Le32,range,O1-transfer,d1_L8,32,32,1,0.1,0.6,True,200,"[200, 200]","[0, 0]","[0, 0]","[1, 1]","[280, 730]","[1.4, 3.65]","[79.045, 138.94]","[0.00622714, 0.0070726]","[0.998014, 0.998888]","[0.155794, 0.175433]"
o1_xfer_Lt16_Le1,0,O1-transfer,d1_L16,1,1,1,0.1,0.6,True,56,0,0,56,0.0,7000,,10701.285714285714,0.0007508344927139608,0.9663041156603346,0.21367818772481117
o1_xfer_Lt16_Le1,1,O1-transfer,d1_L16,1,1,1,0.1,0.6,True,56,0,0,56,0.0,7000,,11757.232142857143,0.001221021454510789,0.9637912834805324,0.24180315999975613
o1_xfer_Lt16_Le1,mean,O1-transfer,d1_L16,1,1,1,0.1,0.6,True,56,0.0,0.0,56.0,0.0,7000.0,,11229.258928571428,0.000985927973612375,0.9650476995704336,0.22774067386228364
o1_xfer_Lt16_Le1,range,O1-transfer,d1_L16,1,1,1,0.1,0.6,True,56,"[0, 0]","[0, 0]","[56, 56]","[0, 0]","[7000, 7000]",,"[10701.3, 11757.2]","[0.000750834, 0.00122102]","[0.963791, 0.966304]","[0.213678, 0.241803]"
o1_xfer_Lt16_Le2,0,O1-transfer,d1_L16,2,2,1,0.1,0.6,True,56,0,0,56,0.0,7000,,10581.05357142857,0.0015328503220203304,0.9679396630432765,0.21524983102155307
o1_xfer_Lt16_Le2,1,O1-transfer,d1_L16,2,2,1,0.1,0.6,True,56,0,0,56,0.0,7000,,9723.07142857143,0.002874606602569648,0.9800254181879624,0.1944956750065972
o1_xfer_Lt16_Le2,mean,O1-transfer,d1_L16,2,2,1,0.1,0.6,True,56,0.0,0.0,56.0,0.0,7000.0,,10152.0625,0.002203728462294989,0.9739825406156195,0.20487275301407515
o1_xfer_Lt16_Le2,range,O1-transfer,d1_L16,2,2,1,0.1,0.6,True,56,"[0, 0]","[0, 0]","[56, 56]","[0, 0]","[7000, 7000]",,"[9723.07, 10581.1]","[0.00153285, 0.00287461]","[0.96794, 0.980025]","[0.194496, 0.21525]"
o1_xfer_Lt16_Le4,0,O1-transfer,d1_L16,4,4,1,0.1,0.6,True,80,23,0,57,0.2875,8319,361.69565217391306,7328.3,0.004306180103160795,0.9867029890998605,0.1846032451755172
o1_xfer_Lt16_Le4,1,O1-transfer,d1_L16,4,4,1,0.1,0.6,True,97,42,0,55,0.4329896907216495,8407,200.16666666666666,6053.59793814433,0.005716899381082348,0.9934846270208462,0.18305082620207266
o1_xfer_Lt16_Le4,mean,O1-transfer,d1_L16,4,4,1,0.1,0.6,True,80,32.5,0.0,56.0,0.36024484536082474,8363.0,280.9311594202899,6690.948969072166,0.005011539742121571,0.9900938080603534,0.18382703568879494
o1_xfer_Lt16_Le4,range,O1-transfer,d1_L16,4,4,1,0.1,0.6,True,80,"[23, 42]","[0, 0]","[55, 57]","[0.2875, 0.43299]","[8319, 8407]","[200.167, 361.696]","[6053.6, 7328.3]","[0.00430618, 0.0057169]","[0.986703, 0.993485]","[0.183051, 0.184603]"
o1_xfer_Lt16_Le8,0,O1-transfer,d1_L16,8,8,1,0.1,0.6,True,141,88,0,53,0.624113475177305,9515,108.125,4703.439716312057,0.005218370993401924,0.9949414198350541,0.18584606108703092
o1_xfer_Lt16_Le8,1,O1-transfer,d1_L16,8,8,1,0.1,0.6,True,200,181,0,19,0.905,6432,35.53591160220994,2269.62,0.006427071360187679,0.9957450075120357,0.1931155669025198
o1_xfer_Lt16_Le8,mean,O1-transfer,d1_L16,8,8,1,0.1,0.6,True,141,134.5,0.0,36.0,0.7645567375886525,7973.5,71.83045580110497,3486.5298581560282,0.005822721176794801,0.995343213673545,0.18948081399477534
o1_xfer_Lt16_Le8,range,O1-transfer,d1_L16,8,8,1,0.1,0.6,True,141,"[88, 181]","[0, 0]","[19, 53]","[0.624113, 0.905]","[6432, 9515]","[35.5359, 108.125]","[2269.62, 4703.44]","[0.00521837, 0.00642707]","[0.994941, 0.995745]","[0.185846, 0.193116]"
o1_xfer_Lt16_Le16,0,O1-transfer,d1_L16,16,16,1,0.1,0.6,True,200,197,0,3,0.985,3086,15.66497461928934,1031.54,0.005657315714033307,0.9970619299087854,0.17875598613248503
o1_xfer_Lt16_Le16,1,O1-transfer,d1_L16,16,16,1,0.1,0.6,True,200,200,0,0,1.0,1286,6.43,427.1,0.005915293153571887,0.9977887006038108,0.18545824708457914
o1_xfer_Lt16_Le16,mean,O1-transfer,d1_L16,16,16,1,0.1,0.6,True,200,198.5,0.0,1.5,0.9924999999999999,2186.0,11.04748730964467,729.3199999999999,0.005786304433802597,0.9974253152562981,0.18210711660853207
o1_xfer_Lt16_Le16,range,O1-transfer,d1_L16,16,16,1,0.1,0.6,True,200,"[197, 200]","[0, 0]","[0, 3]","[0.985, 1]","[1286, 3086]","[6.43, 15.665]","[427.1, 1031.54]","[0.00565732, 0.00591529]","[0.997062, 0.997789]","[0.178756, 0.185458]"
o1_xfer_Lt16_Le32,0,O1-transfer,d1_L16,32,32,1,0.1,0.6,True,200,200,0,0,1.0,1119,5.595,302.715,0.008083285150765717,0.9976003349867938,0.17289040105616013
o1_xfer_Lt16_Le32,1,O1-transfer,d1_L16,32,32,1,0.1,0.6,True,200,200,0,0,1.0,482,2.41,148.68,0.006039834528903182,0.9979555981472609,0.17455998211990836
o1_xfer_Lt16_Le32,mean,O1-transfer,d1_L16,32,32,1,0.1,0.6,True,200,200.0,0.0,0.0,1.0,800.5,4.0024999999999995,225.6975,0.007061559839834449,0.9977779665670273,0.17372519158803423
o1_xfer_Lt16_Le32,range,O1-transfer,d1_L16,32,32,1,0.1,0.6,True,200,"[200, 200]","[0, 0]","[0, 0]","[1, 1]","[482, 1119]","[2.41, 5.595]","[148.68, 302.715]","[0.00603983, 0.00808329]","[0.9976, 0.997956]","[0.17289, 0.17456]"
o1_xfer_Lt32_Le1,0,O1-transfer,d1_L32,1,1,1,0.1,0.6,True,56,0,0,56,0.0,7000,,13792.714285714286,0.0012791989796020818,0.9493508477560617,0.2951615422267162
o1_xfer_Lt32_Le1,1,O1-transfer,d1_L32,1,1,1,0.1,0.6,True,56,0,0,56,0.0,7000,,15500.214285714286,0.0013816782988082662,0.938844163444745,0.3430267651864841
o1_xfer_Lt32_Le1,mean,O1-transfer,d1_L32,1,1,1,0.1,0.6,True,56,0.0,0.0,56.0,0.0,7000.0,,14646.464285714286,0.001330438639205174,0.9440975056004033,0.31909415370660016
o1_xfer_Lt32_Le1,range,O1-transfer,d1_L32,1,1,1,0.1,0.6,True,56,"[0, 0]","[0, 0]","[56, 56]","[0, 0]","[7000, 7000]",,"[13792.7, 15500.2]","[0.0012792, 0.00138168]","[0.938844, 0.949351]","[0.295162, 0.343027]"
o1_xfer_Lt32_Le2,0,O1-transfer,d1_L32,2,2,1,0.1,0.6,True,56,0,0,56,0.0,7000,,11183.94642857143,0.0019518607657904035,0.9619991026678866,0.2283538876758464
o1_xfer_Lt32_Le2,1,O1-transfer,d1_L32,2,2,1,0.1,0.6,True,56,0,0,56,0.0,7000,,9582.142857142857,0.003548174343741457,0.9759970182631382,0.1883955370992296
o1_xfer_Lt32_Le2,mean,O1-transfer,d1_L32,2,2,1,0.1,0.6,True,56,0.0,0.0,56.0,0.0,7000.0,,10383.044642857143,0.0027500175547659302,0.9689980604655124,0.20837471238753802
o1_xfer_Lt32_Le2,range,O1-transfer,d1_L32,2,2,1,0.1,0.6,True,56,"[0, 0]","[0, 0]","[56, 56]","[0, 0]","[7000, 7000]",,"[9582.14, 11183.9]","[0.00195186, 0.00354817]","[0.961999, 0.975997]","[0.188396, 0.228354]"
o1_xfer_Lt32_Le4,0,O1-transfer,d1_L32,4,4,1,0.1,0.6,True,57,1,0,56,0.017543859649122806,7164,7164.0,12734.59649122807,0.0023597652603427376,0.9543595388288324,0.2676074401219753
o1_xfer_Lt32_Le4,1,O1-transfer,d1_L32,4,4,1,0.1,0.6,True,73,16,0,57,0.2191780821917808,8098,506.125,8140.7945205479455,0.005677015111970608,0.9867916180940702,0.18447457424578098
o1_xfer_Lt32_Le4,mean,O1-transfer,d1_L32,4,4,1,0.1,0.6,True,57,8.5,0.0,56.5,0.11836097092045181,7631.0,3835.0625,10437.695505888008,0.004018390186156673,0.9705755784614514,0.22604100718387815
o1_xfer_Lt32_Le4,range,O1-transfer,d1_L32,4,4,1,0.1,0.6,True,57,"[1, 16]","[0, 0]","[56, 57]","[0.0175439, 0.219178]","[7164, 8098]","[506.125, 7164]","[8140.79, 12734.6]","[0.00235977, 0.00567702]","[0.95436, 0.986792]","[0.184475, 0.267607]"
o1_xfer_Lt32_Le8,0,O1-transfer,d1_L32,8,8,1,0.1,0.6,True,81,25,0,56,0.30864197530864196,8111,324.44,8195.62962962963,0.004045166258514285,0.9747167965074706,0.22394961790766835
o1_xfer_Lt32_Le8,1,O1-transfer,d1_L32,8,8,1,0.1,0.6,True,133,79,0,54,0.5939849624060151,9572,121.16455696202532,5178.12030075188,0.007529887652540865,0.9909781610878995,0.1889979123404246
o1_xfer_Lt32_Le8,mean,O1-transfer,d1_L32,8,8,1,0.1,0.6,True,81,52.0,0.0,55.0,0.4513134688573285,8841.5,222.80227848101265,6686.874965190755,0.005787526955527575,0.9828474787976851,0.20647376512404647
o1_xfer_Lt32_Le8,range,O1-transfer,d1_L32,8,8,1,0.1,0.6,True,81,"[25, 79]","[0, 0]","[54, 56]","[0.308642, 0.593985]","[8111, 9572]","[121.165, 324.44]","[5178.12, 8195.63]","[0.00404517, 0.00752989]","[0.974717, 0.990978]","[0.188998, 0.22395]"
o1_xfer_Lt32_Le16,0,O1-transfer,d1_L32,16,16,1,0.1,0.6,True,200,171,0,29,0.855,9144,53.473684210526315,3443.82,0.007280713707460774,0.9911208385263545,0.19683419542699868
o1_xfer_Lt32_Le16,1,O1-transfer,d1_L32,16,16,1,0.1,0.6,True,200,195,0,5,0.975,4843,24.835897435897436,1617.095,0.008803294113901967,0.9928214453560557,0.19051425102192987
o1_xfer_Lt32_Le16,mean,O1-transfer,d1_L32,16,16,1,0.1,0.6,True,200,183.0,0.0,17.0,0.915,6993.5,39.154790823211876,2530.4575,0.008042003910681371,0.9919711419412051,0.19367422322446426
o1_xfer_Lt32_Le16,range,O1-transfer,d1_L32,16,16,1,0.1,0.6,True,200,"[171, 195]","[0, 0]","[5, 29]","[0.855, 0.975]","[4843, 9144]","[24.8359, 53.4737]","[1617.1, 3443.82]","[0.00728071, 0.00880329]","[0.991121, 0.992821]","[0.190514, 0.196834]"
o1_xfer_Lt32_Le32,0,O1-transfer,d1_L32,32,32,1,0.1,0.6,True,200,198,0,2,0.99,2820,14.242424242424242,990.25,0.009354256002589633,0.9923175864709445,0.19567712563692868
o1_xfer_Lt32_Le32,1,O1-transfer,d1_L32,32,32,1,0.1,0.6,True,200,200,0,0,1.0,2156,10.78,655.19,0.009295774691926651,0.9943304332091859,0.1880944536909076
o1_xfer_Lt32_Le32,mean,O1-transfer,d1_L32,32,32,1,0.1,0.6,True,200,199.0,0.0,1.0,0.995,2488.0,12.511212121212122,822.72,0.009325015347258141,0.9933240098400652,0.19188578966391814
o1_xfer_Lt32_Le32,range,O1-transfer,d1_L32,32,32,1,0.1,0.6,True,200,"[198, 200]","[0, 0]","[0, 2]","[0.99, 1]","[2156, 2820]","[10.78, 14.2424]","[655.19, 990.25]","[0.00929577, 0.00935426]","[0.992318, 0.99433]","[0.188094, 0.195677]"
o1_d2fo_Le1,0,O1-transfer-d2,d2_final_only,1,1,1,0.1,0.6,True,56,0,0,56,0.0,7000,,8039.071428571428,0.004147546065567291,0.9947732947124313,0.1497519989058726
o1_d2fo_Le1,1,O1-transfer-d2,d2_final_only,1,1,1,0.1,0.6,True,56,0,0,56,0.0,7000,,1683.8214285714287,0.01609491843152599,1.0,0.02725335731858456
o1_d2fo_Le1,mean,O1-transfer-d2,d2_final_only,1,1,1,0.1,0.6,True,56,0.0,0.0,56.0,0.0,7000.0,,4861.446428571428,0.010121232248546639,0.9973866473562156,0.08850267811222857
o1_d2fo_Le1,range,O1-transfer-d2,d2_final_only,1,1,1,0.1,0.6,True,56,"[0, 0]","[0, 0]","[56, 56]","[0, 0]","[7000, 7000]",,"[1683.82, 8039.07]","[0.00414755, 0.0160949]","[0.994773, 1]","[0.0272534, 0.149752]"
o1_d2fo_Le2,0,O1-transfer-d2,d2_final_only,2,2,1,0.1,0.6,True,56,0,0,56,0.0,7000,,10268.267857142857,0.003153297441520518,0.9732097672614834,0.2026135437511337
o1_d2fo_Le2,1,O1-transfer-d2,d2_final_only,2,2,1,0.1,0.6,True,56,0,0,56,0.0,7000,,5288.75,0.006664775506452427,0.9993449707938009,0.09370560693072473
o1_d2fo_Le2,mean,O1-transfer-d2,d2_final_only,2,2,1,0.1,0.6,True,56,0.0,0.0,56.0,0.0,7000.0,,7778.508928571428,0.004909036473986473,0.9862773690276422,0.14815957534092922
o1_d2fo_Le2,range,O1-transfer-d2,d2_final_only,2,2,1,0.1,0.6,True,56,"[0, 0]","[0, 0]","[56, 56]","[0, 0]","[7000, 7000]",,"[5288.75, 10268.3]","[0.0031533, 0.00666478]","[0.97321, 0.999345]","[0.0937056, 0.202614]"
o1_d2fo_Le4,0,O1-transfer-d2,d2_final_only,4,4,1,0.1,0.6,True,56,0,0,56,0.0,7000,,14157.232142857143,0.0021611228755258104,0.9336911346421882,0.3111887715014674
o1_d2fo_Le4,1,O1-transfer-d2,d2_final_only,4,4,1,0.1,0.6,True,57,1,0,56,0.017543859649122806,7970,7970.0,10670.59649122807,0.004217153777961063,0.9664112850190714,0.2170096009793693
o1_d2fo_Le4,mean,O1-transfer-d2,d2_final_only,4,4,1,0.1,0.6,True,56,0.5,0.0,56.0,0.008771929824561403,7485.0,7970.0,12413.914317042607,0.0031891383267434368,0.9500512098306297,0.26409918624041834
o1_d2fo_Le4,range,O1-transfer-d2,d2_final_only,4,4,1,0.1,0.6,True,56,"[0, 1]","[0, 0]","[56, 56]","[0, 0.0175439]","[7000, 7970]","[7970, 7970]","[10670.6, 14157.2]","[0.00216112, 0.00421715]","[0.933691, 0.966411]","[0.21701, 0.311189]"
o1_d2fo_Le8,0,O1-transfer-d2,d2_final_only,8,8,1,0.1,0.6,True,95,38,0,57,0.4,8694,228.78947368421052,7774.115789473684,0.004068458541307983,0.9728297566870138,0.23545825945186116
o1_d2fo_Le8,1,O1-transfer-d2,d2_final_only,8,8,1,0.1,0.6,True,97,41,0,56,0.422680412371134,8225,200.609756097561,6812.556701030928,0.006085778632684507,0.977521718420396,0.21584888574573946
o1_d2fo_Le8,mean,O1-transfer-d2,d2_final_only,8,8,1,0.1,0.6,True,95,39.5,0.0,56.5,0.411340206185567,8459.5,214.69961489088575,7293.336245252306,0.005077118586996245,0.9751757375537049,0.2256535725988003
o1_d2fo_Le8,range,O1-transfer-d2,d2_final_only,8,8,1,0.1,0.6,True,95,"[38, 41]","[0, 0]","[56, 57]","[0.4, 0.42268]","[8225, 8694]","[200.61, 228.789]","[6812.56, 7774.12]","[0.00406846, 0.00608578]","[0.97283, 0.977522]","[0.215849, 0.235458]"
o1_d2fo_Le16,0,O1-transfer-d2,d2_final_only,16,16,1,0.1,0.6,True,200,189,0,11,0.945,5835,30.873015873015873,2085.77,0.010863795190612568,0.985333152084481,0.19802361254830614
o1_d2fo_Le16,1,O1-transfer-d2,d2_final_only,16,16,1,0.1,0.6,True,200,194,0,6,0.97,4104,21.15463917525773,1461.005,0.013589858427362503,0.9905008224690385,0.17963627846486213
o1_d2fo_Le16,mean,O1-transfer-d2,d2_final_only,16,16,1,0.1,0.6,True,200,191.5,0.0,8.5,0.9575,4969.5,26.0138275241368,1773.3875,0.012226826808987536,0.9879169872767597,0.18882994550658413
o1_d2fo_Le16,range,O1-transfer-d2,d2_final_only,16,16,1,0.1,0.6,True,200,"[189, 194]","[0, 0]","[6, 11]","[0.945, 0.97]","[4104, 5835]","[21.1546, 30.873]","[1461.01, 2085.77]","[0.0108638, 0.0135899]","[0.985333, 0.990501]","[0.179636, 0.198024]"
o1_d2fo_Le32,0,O1-transfer-d2,d2_final_only,32,32,1,0.1,0.6,True,200,200,0,0,1.0,1441,7.205,463.275,0.02154606005118619,0.9906062203479178,0.1961099028623668
o1_d2fo_Le32,1,O1-transfer-d2,d2_final_only,32,32,1,0.1,0.6,True,200,200,0,0,1.0,1273,6.365,370.78,0.023339988800644442,0.9936566723139356,0.17734669098171216
o1_d2fo_Le32,mean,O1-transfer-d2,d2_final_only,32,32,1,0.1,0.6,True,200,200.0,0.0,0.0,1.0,1357.0,6.785,417.0275,0.022443024425915316,0.9921314463309268,0.18672829692203946
o1_d2fo_Le32,range,O1-transfer-d2,d2_final_only,32,32,1,0.1,0.6,True,200,"[200, 200]","[0, 0]","[0, 0]","[1, 1]","[1273, 1441]","[6.365, 7.205]","[370.78, 463.275]","[0.0215461, 0.02334]","[0.990606, 0.993657]","[0.177347, 0.19611]"
o3_d2,0,O3,baseline,16,0,2,0.1,0.6,True,200,200,0,0,1.0,3414,17.07,470.43,0.013674258830383122,0.997789917017639,0.16239713592480107
o3_d2,1,O3,baseline,16,0,2,0.1,0.6,True,200,200,0,0,1.0,1776,8.88,305.685,0.012318198641501231,0.9961438364859718,0.194563516047546
o3_d2,mean,O3,baseline,16,0,2,0.1,0.6,True,200,200.0,0.0,0.0,1.0,2595.0,12.975000000000001,388.0575,0.012996228735942177,0.9969668767518054,0.17848032598617353
o3_d2,range,O3,baseline,16,0,2,0.1,0.6,True,200,"[200, 200]","[0, 0]","[0, 0]","[1, 1]","[1776, 3414]","[8.88, 17.07]","[305.685, 470.43]","[0.0123182, 0.0136743]","[0.996144, 0.99779]","[0.162397, 0.194564]"
o3_d4,0,O3,baseline,16,0,4,0.1,0.6,True,200,200,0,0,1.0,4936,24.68,357.725,0.019800381911188495,0.9985124530876834,0.163629979670933
o3_d4,1,O3,baseline,16,0,4,0.1,0.6,True,200,200,0,0,1.0,3792,18.96,255.55,0.0192042666431457,0.99743381700851,0.19068180260514175
o3_d4,mean,O3,baseline,16,0,4,0.1,0.6,True,200,200.0,0.0,0.0,1.0,4364.0,21.82,306.63750000000005,0.019502324277167096,0.9979731350480967,0.17715589113803737
o3_d4,range,O3,baseline,16,0,4,0.1,0.6,True,200,"[200, 200]","[0, 0]","[0, 0]","[1, 1]","[3792, 4936]","[18.96, 24.68]","[255.55, 357.725]","[0.0192043, 0.0198004]","[0.997434, 0.998512]","[0.16363, 0.190682]"
o3_fix,0,O3,baseline,16,0,0,0.1,0.6,True,200,197,3,0,0.985,6992,35.49238578680203,131.71,0.03250732378679294,0.9991540955871987,0.1806145788866731
o3_fix,1,O3,baseline,16,0,0,0.1,0.6,True,200,199,0,1,0.995,16000,80.40201005025126,211.82,0.03663822183984298,0.9991012649695553,0.18628744747613124
o3_fix,mean,O3,baseline,16,0,0,0.1,0.6,True,200,198.0,1.5,0.5,0.99,11496.0,57.94719791852665,171.765,0.034572772813317956,0.9991276802783771,0.18345101318140217
o3_fix,range,O3,baseline,16,0,0,0.1,0.6,True,200,"[197, 199]","[0, 3]","[0, 1]","[0.985, 0.995]","[6992, 16000]","[35.4924, 80.402]","[131.71, 211.82]","[0.0325073, 0.0366382]","[0.999101, 0.999154]","[0.180615, 0.186287]"
o3_d4_noaug,0,O3,baseline,16,0,4,0.1,0.6,False,200,199,0,1,0.995,5516,27.718592964824122,420.755,0.014303206944801299,0.9984048065391288,0.15604566391200617
o3_d4_noaug,1,O3,baseline,16,0,4,0.1,0.6,False,200,199,0,1,0.995,6564,32.984924623115575,427.855,0.016452773561847656,0.9980336340044129,0.1912212452960787
o3_d4_noaug,mean,O3,baseline,16,0,4,0.1,0.6,False,200,199.0,0.0,1.0,0.995,6040.0,30.35175879396985,424.305,0.015377990253324477,0.9982192202717708,0.17363345460404245
o3_d4_noaug,range,O3,baseline,16,0,4,0.1,0.6,False,200,"[199, 199]","[0, 0]","[1, 1]","[0.995, 0.995]","[5516, 6564]","[27.7186, 32.9849]","[420.755, 427.855]","[0.0143032, 0.0164528]","[0.998034, 0.998405]","[0.156046, 0.191221]"
o4_elim_base_002,0,O4-elim-baseline,baseline,16,0,1,0.02,0.6,True,200,191,0,9,0.955,5057,26.476439790575917,1504.5,0.0002905106660209202,0.9978949803377284,0.16876590355675206
o4_elim_base_002,1,O4-elim-baseline,baseline,16,0,1,0.02,0.6,True,200,184,0,16,0.92,5685,30.89673913043478,2231.19,0.0003016621544941745,0.993031685519655,0.22951707658307385
o4_elim_base_002,mean,O4-elim-baseline,baseline,16,0,1,0.02,0.6,True,200,187.5,0.0,12.5,0.9375,5371.0,28.68658946050535,1867.845,0.0002960864102575474,0.9954633329286917,0.19914149006991294
o4_elim_base_002,range,O4-elim-baseline,baseline,16,0,1,0.02,0.6,True,200,"[184, 191]","[0, 0]","[9, 16]","[0.92, 0.955]","[5057, 5685]","[26.4764, 30.8967]","[1504.5, 2231.19]","[0.000290511, 0.000301662]","[0.993032, 0.997895]","[0.168766, 0.229517]"
o4_elim_base_005,0,O4-elim-baseline,baseline,16,0,1,0.05,0.6,True,200,197,0,3,0.985,2878,14.609137055837563,918.895,0.0022641504304940514,0.998167471541911,0.16456381206264578
o4_elim_base_005,1,O4-elim-baseline,baseline,16,0,1,0.05,0.6,True,200,194,0,6,0.97,3658,18.855670103092784,1308.955,0.0021814589413109127,0.9955153547877951,0.20704746047590677
o4_elim_base_005,mean,O4-elim-baseline,baseline,16,0,1,0.05,0.6,True,200,195.5,0.0,4.5,0.9775,3268.0,16.732403579465174,1113.925,0.002222804685902482,0.9968414131648531,0.18580563626927626
o4_elim_base_005,range,O4-elim-baseline,baseline,16,0,1,0.05,0.6,True,200,"[194, 197]","[0, 0]","[3, 6]","[0.97, 0.985]","[2878, 3658]","[14.6091, 18.8557]","[918.895, 1308.95]","[0.00218146, 0.00226415]","[0.995515, 0.998167]","[0.164564, 0.207047]"
o4_elim_base_01,0,O4-elim-baseline,baseline,16,0,1,0.1,0.6,True,200,199,0,1,0.995,2392,12.020100502512562,675.43,0.008819306168875489,0.9984377053249427,0.16290485305521046
o4_elim_base_01,1,O4-elim-baseline,baseline,16,0,1,0.1,0.6,True,200,200,0,0,1.0,1875,9.375,686.375,0.007945087466772114,0.9964288280520227,0.20046200527056074
o4_elim_base_01,mean,O4-elim-baseline,baseline,16,0,1,0.1,0.6,True,200,199.5,0.0,0.5,0.9975,2133.5,10.697550251256281,680.9024999999999,0.008382196817823801,0.9974332666884826,0.1816834291628856
o4_elim_base_01,range,O4-elim-baseline,baseline,16,0,1,0.1,0.6,True,200,"[199, 200]","[0, 0]","[0, 1]","[0.995, 1]","[1875, 2392]","[9.375, 12.0201]","[675.43, 686.375]","[0.00794509, 0.00881931]","[0.996429, 0.998438]","[0.162905, 0.200462]"
o4_elim_base_02,0,O4-elim-baseline,baseline,16,0,1,0.2,0.6,True,200,199,0,1,0.995,1942,9.758793969849247,555.985,0.026668044536949702,0.9990207408845092,0.15883234939750587
o4_elim_base_02,1,O4-elim-baseline,baseline,16,0,1,0.2,0.6,True,200,197,0,3,0.985,1796,9.116751269035532,458.99,0.024426075065034965,0.9982953697982144,0.1793020572414862
o4_elim_base_02,mean,O4-elim-baseline,baseline,16,0,1,0.2,0.6,True,200,198.0,0.0,2.0,0.99,1869.0,9.43777261944239,507.4875,0.025547059800992332,0.9986580553413618,0.16906720331949604
o4_elim_base_02,range,O4-elim-baseline,baseline,16,0,1,0.2,0.6,True,200,"[197, 199]","[0, 0]","[1, 3]","[0.985, 0.995]","[1796, 1942]","[9.11675, 9.75879]","[458.99, 555.985]","[0.0244261, 0.026668]","[0.998295, 0.999021]","[0.158832, 0.179302]"
o4_elim_base_03,0,O4-elim-baseline,baseline,16,0,1,0.3,0.6,True,200,192,3,5,0.96,2626,13.677083333333334,844.205,0.04357568661956688,0.9995213774989056,0.16900970574824273
o4_elim_base_03,1,O4-elim-baseline,baseline,16,0,1,0.3,0.6,True,200,194,0,6,0.97,2313,11.922680412371134,767.37,0.04051044515543249,0.9996085301913068,0.17891524263402678
o4_elim_base_03,mean,O4-elim-baseline,baseline,16,0,1,0.3,0.6,True,200,193.0,1.5,5.5,0.965,2469.5,12.799881872852234,805.7875,0.04204306588749969,0.9995649538451061,0.17396247419113475
o4_elim_base_03,range,O4-elim-baseline,baseline,16,0,1,0.3,0.6,True,200,"[192, 194]","[0, 3]","[5, 6]","[0.96, 0.97]","[2313, 2626]","[11.9227, 13.6771]","[767.37, 844.205]","[0.0405104, 0.0435757]","[0.999521, 0.999609]","[0.16901, 0.178915]"
o4_elim_base_05,0,O4-elim-baseline,baseline,16,0,1,0.5,0.6,True,200,146,29,25,0.73,5299,36.294520547945204,3127.655,0.059835311852908135,0.9999681951545318,0.25053777878535904
o4_elim_base_05,1,O4-elim-baseline,baseline,16,0,1,0.5,0.6,True,200,163,0,37,0.815,6609,40.54601226993865,4126.46,0.05735520071964505,0.9999794721938791,0.2597690044354662
o4_elim_base_05,mean,O4-elim-baseline,baseline,16,0,1,0.5,0.6,True,200,154.5,14.5,31.0,0.7725,5954.0,38.42026640894193,3627.0575,0.05859525628627659,0.9999738336742054,0.2551533916104126
o4_elim_base_05,range,O4-elim-baseline,baseline,16,0,1,0.5,0.6,True,200,"[146, 163]","[0, 29]","[25, 37]","[0.73, 0.815]","[5299, 6609]","[36.2945, 40.546]","[3127.66, 4126.46]","[0.0573552, 0.0598353]","[0.999968, 0.999979]","[0.250538, 0.259769]"
o4_elim_sym_002,0,O4-elim-d4sym,d4_sym,16,0,1,0.02,0.6,True,77,20,0,57,0.2597402597402597,8000,400.0,23714.55844155844,0.001196094795794198,0.736426847340936,0.8169059758885129
o4_elim_sym_002,1,O4-elim-d4sym,d4_sym,16,0,1,0.02,0.6,True,77,20,0,57,0.2597402597402597,8000,400.0,23698.766233766233,0.0014480827161504764,0.7442051832717451,0.8549875754348598
o4_elim_sym_002,mean,O4-elim-d4sym,d4_sym,16,0,1,0.02,0.6,True,77,20.0,0.0,57.0,0.2597402597402597,8000.0,400.0,23706.66233766234,0.0013220887559723372,0.7403160153063406,0.8359467756616863
o4_elim_sym_002,range,O4-elim-d4sym,d4_sym,16,0,1,0.02,0.6,True,77,"[20, 20]","[0, 0]","[57, 57]","[0.25974, 0.25974]","[8000, 8000]","[400, 400]","[23698.8, 23714.6]","[0.00119609, 0.00144808]","[0.736427, 0.744205]","[0.816906, 0.854988]"
o4_elim_sym_005,0,O4-elim-d4sym,d4_sym,16,0,1,0.05,0.6,True,78,22,0,56,0.28205128205128205,7559,343.59090909090907,23205.03846153846,0.004482399476206418,0.8732344738077485,0.6424465532618611
o4_elim_sym_005,1,O4-elim-d4sym,d4_sym,16,0,1,0.05,0.6,True,77,20,0,57,0.2597402597402597,8000,400.0,23697.948051948053,0.005370868679653913,0.8856949070084311,0.6592649473243786
