config,train_orders,train_max_order,test_order,is_ood,seed,correct,wrong,timeout,calls,n,accuracy,calls_per_solve
e4_varied_shift95_cg_off,"4,5,6,7,8",8,8,0,mean,91,20,0,205,111,0.81982,2.2527
e4_varied_shift95_cg_off,"4,5,6,7,8",8,8,0,min,91,20,0,205,111,0.72973,2.2527
e4_varied_shift95_cg_off,"4,5,6,7,8",8,8,0,max,91,20,0,205,111,0.918919,2.2527
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,4,0,0,38,0,0,38,38,1.0,1.0
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,4,0,1,38,0,0,38,38,1.0,1.0
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,4,0,2,38,0,0,38,38,1.0,1.0
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,4,0,mean,114,0,0,114,114,1.0,1.0
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,4,0,min,114,0,0,114,114,1.0,1.0
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,4,0,max,114,0,0,114,114,1.0,1.0
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,5,0,0,29,0,0,29,29,1.0,1.0
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,5,0,1,29,0,0,29,29,1.0,1.0
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,5,0,2,29,0,0,29,29,1.0,1.0
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,5,0,mean,87,0,0,87,87,1.0,1.0
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,5,0,min,87,0,0,87,87,1.0,1.0
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,5,0,max,87,0,0,87,87,1.0,1.0
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,6,0,0,36,3,0,45,39,0.923077,1.25
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,6,0,1,37,2,0,39,39,0.948718,1.0541
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,6,0,2,38,1,0,39,39,0.974359,1.0263
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,6,0,mean,111,6,0,123,117,0.948718,1.1081
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,6,0,min,111,6,0,123,117,0.923077,1.1081
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,6,0,max,111,6,0,123,117,0.974359,1.1081
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,7,0,0,55,1,1,1258,57,0.964912,22.8727
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,7,0,1,54,2,1,1483,57,0.947368,27.463
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,7,0,2,55,2,0,86,57,0.964912,1.5636
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,7,0,mean,164,5,2,2827,171,0.959064,17.2378
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,7,0,min,164,5,2,2827,171,0.947368,17.2378
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,7,0,max,164,5,2,2827,171,0.964912,17.2378
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,8,0,0,33,4,0,39,37,0.891892,1.1818
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,8,0,1,34,3,0,134,37,0.918919,3.9412
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,8,0,2,35,2,0,63,37,0.945946,1.8
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,8,0,mean,102,9,0,236,111,0.918919,2.3137
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,8,0,min,102,9,0,236,111,0.891892,2.3137
e4_varied_shift95_cg_aug,"4,5,6,7,8",8,8,0,max,102,9,0,236,111,0.945946,2.3137
e4_shift1k_h03_s1k,"4,5,6,7,8",8,4,0,0,39,0,0,39,39,1.0,1.0
e4_shift1k_h03_s1k,"4,5,6,7,8",8,4,0,mean,39,0,0,39,39,1.0,1.0
e4_shift1k_h03_s1k,"4,5,6,7,8",8,4,0,min,39,0,0,39,39,1.0,1.0
e4_shift1k_h03_s1k,"4,5,6,7,8",8,4,0,max,39,0,0,39,39,1.0,1.0
e4_shift1k_h03_s1k,"4,5,6,7,8",8,5,0,0,30,0,0,30,30,1.0,1.0
e4_shift1k_h03_s1k,"4,5,6,7,8",8,5,0,mean,30,0,0,30,30,1.0,1.0
e4_shift1k_h03_s1k,"4,5,6,7,8",8,5,0,min,30,0,0,30,30,1.0,1.0
e4_shift1k_h03_s1k,"4,5,6,7,8",8,5,0,max,30,0,0,30,30,1.0,1.0
e4_shift1k_h03_s1k,"4,5,6,7,8",8,6,0,0,12,37,0,104,49,0.244898,8.6667
e4_shift1k_h03_s1k,"4,5,6,7,8",8,6,0,mean,12,37,0,104,49,0.244898,8.6667
e4_shift1k_h03_s1k,"4,5,6,7,8",8,6,0,min,12,37,0,104,49,0.244898,8.6667
e4_shift1k_h03_s1k,"4,5,6,7,8",8,6,0,max,12,37,0,104,49,0.244898,8.6667
e4_shift1k_h03_s1k,"4,5,6,7,8",8,7,0,0,18,33,0,385,51,0.352941,21.3889
e4_shift1k_h03_s1k,"4,5,6,7,8",8,7,0,mean,18,33,0,385,51,0.352941,21.3889
e4_shift1k_h03_s1k,"4,5,6,7,8",8,7,0,min,18,33,0,385,51,0.352941,21.3889
e4_shift1k_h03_s1k,"4,5,6,7,8",8,7,0,max,18,33,0,385,51,0.352941,21.3889
e4_shift1k_h03_s1k,"4,5,6,7,8",8,8,0,0,4,26,1,1101,31,0.129032,275.25
e4_shift1k_h03_s1k,"4,5,6,7,8",8,8,0,mean,4,26,1,1101,31,0.129032,275.25
e4_shift1k_h03_s1k,"4,5,6,7,8",8,8,0,min,4,26,1,1101,31,0.129032,275.25
e4_shift1k_h03_s1k,"4,5,6,7,8",8,8,0,max,4,26,1,1101,31,0.129032,275.25
e4_shift1k_h03_s1k_rope,"4,5,6,7,8",8,4,0,0,39,0,0,39,39,1.0,1.0
e4_shift1k_h03_s1k_rope,"4,5,6,7,8",8,4,0,mean,39,0,0,39,39,1.0,1.0
e4_shift1k_h03_s1k_rope,"4,5,6,7,8",8,4,0,min,39,0,0,39,39,1.0,1.0
e4_shift1k_h03_s1k_rope,"4,5,6,7,8",8,4,0,max,39,0,0,39,39,1.0,1.0
e4_shift1k_h03_s1k_rope,"4,5,6,7,8",8,5,0,0,30,0,0,30,30,1.0,1.0
e4_shift1k_h03_s1k_rope,"4,5,6,7,8",8,5,0,mean,30,0,0,30,30,1.0,1.0
e4_shift1k_h03_s1k_rope,"4,5,6,7,8",8,5,0,min,30,0,0,30,30,1.0,1.0
e4_shift1k_h03_s1k_rope,"4,5,6,7,8",8,5,0,max,30,0,0,30,30,1.0,1.0
e4_shift1k_h03_s1k_rope,"4,5,6,7,8",8,6,0,0,13,36,0,180,49,0.265306,13.8462
e4_shift1k_h03_s1k_rope,"4,5,6,7,8",8,6,0,mean,13,36,0,180,49,0.265306,13.8462
e4_shift1k_h03_s1k_rope,"4,5,6,7,8",8,6,0,min,13,36,0,180,49,0.265306,13.8462
e4_shift1k_h03_s1k_rope,"4,5,6,7,8",8,6,0,max,13,36,0,180,49,0.265306,13.8462
e4_shift1k_h03_s1k_rope,"4,5,6,7,8",8,7,0,0,8,43,0,289,51,0.156863,36.125
e4_shift1k_h03_s1k_rope,"4,5,6,7,8",8,7,0,mean,8,43,0,289,51,0.156863,36.125
e4_shift1k_h03_s1k_rope,"4,5,6,7,8",8,7,0,min,8,43,0,289,51,0.156863,36.125
e4_shift1k_h03_s1k_rope,"4,5,6,7,8",8,7,0,max,8,43,0,289,51,0.156863,36.125
e4_shift1k_h03_s1k_rope,"4,5,6,7,8",8,8,0,0,4,27,0,453,31,0.129032,113.25
e4_shift1k_h03_s1k_rope,"4,5,6,7,8",8,8,0,mean,4,27,0,453,31,0.129032,113.25
e4_shift1k_h03_s1k_rope,"4,5,6,7,8",8,8,0,min,4,27,0,453,31,0.129032,113.25
e4_shift1k_h03_s1k_rope,"4,5,6,7,8",8,8,0,max,4,27,0,453,31,0.129032,113.25
e4_shift1k_h03,"4,5,6,7,8",8,4,0,0,39,0,0,39,39,1.0,1.0
e4_shift1k_h03,"4,5,6,7,8",8,4,0,mean,39,0,0,39,39,1.0,1.0
e4_shift1k_h03,"4,5,6,7,8",8,4,0,min,39,0,0,39,39,1.0,1.0
e4_shift1k_h03,"4,5,6,7,8",8,4,0,max,39,0,0,39,39,1.0,1.0
e4_shift1k_h03,"4,5,6,7,8",8,5,0,0,30,0,0,30,30,1.0,1.0
e4_shift1k_h03,"4,5,6,7,8",8,5,0,mean,30,0,0,30,30,1.0,1.0
e4_shift1k_h03,"4,5,6,7,8",8,5,0,min,30,0,0,30,30,1.0,1.0
e4_shift1k_h03,"4,5,6,7,8",8,5,0,max,30,0,0,30,30,1.0,1.0
e4_shift1k_h03,"4,5,6,7,8",8,6,0,0,24,25,0,49,49,0.489796,2.0417
e4_shift1k_h03,"4,5,6,7,8",8,6,0,mean,24,25,0,49,49,0.489796,2.0417
e4_shift1k_h03,"4,5,6,7,8",8,6,0,min,24,25,0,49,49,0.489796,2.0417
e4_shift1k_h03,"4,5,6,7,8",8,6,0,max,24,25,0,49,49,0.489796,2.0417
e4_shift1k_h03,"4,5,6,7,8",8,7,0,0,21,30,0,51,51,0.411765,2.4286
e4_shift1k_h03,"4,5,6,7,8",8,7,0,mean,21,30,0,51,51,0.411765,2.4286
e4_shift1k_h03,"4,5,6,7,8",8,7,0,min,21,30,0,51,51,0.411765,2.4286
e4_shift1k_h03,"4,5,6,7,8",8,7,0,max,21,30,0,51,51,0.411765,2.4286
e4_shift1k_h03,"4,5,6,7,8",8,8,0,0,4,27,0,34,31,0.129032,8.5
e4_shift1k_h03,"4,5,6,7,8",8,8,0,mean,4,27,0,34,31,0.129032,8.5
e4_shift1k_h03,"4,5,6,7,8",8,8,0,min,4,27,0,34,31,0.129032,8.5
e4_shift1k_h03,"4,5,6,7,8",8,8,0,max,4,27,0,34,31,0.129032,8.5
e4_shift1k_h03_rope,"4,5,6,7,8",8,4,0,0,39,0,0,39,39,1.0,1.0
e4_shift1k_h03_rope,"4,5,6,7,8",8,4,0,mean,39,0,0,39,39,1.0,1.0
e4_shift1k_h03_rope,"4,5,6,7,8",8,4,0,min,39,0,0,39,39,1.0,1.0
e4_shift1k_h03_rope,"4,5,6,7,8",8,4,0,max,39,0,0,39,39,1.0,1.0
e4_shift1k_h03_rope,"4,5,6,7,8",8,5,0,0,30,0,0,30,30,1.0,1.0
e4_shift1k_h03_rope,"4,5,6,7,8",8,5,0,mean,30,0,0,30,30,1.0,1.0
e4_shift1k_h03_rope,"4,5,6,7,8",8,5,0,min,30,0,0,30,30,1.0,1.0
e4_shift1k_h03_rope,"4,5,6,7,8",8,5,0,max,30,0,0,30,30,1.0,1.0
e4_shift1k_h03_rope,"4,5,6,7,8",8,6,0,0,37,12,0,200,49,0.755102,5.4054
e4_shift1k_h03_rope,"4,5,6,7,8",8,6,0,mean,37,12,0,200,49,0.755102,5.4054
e4_shift1k_h03_rope,"4,5,6,7,8",8,6,0,min,37,12,0,200,49,0.755102,5.4054
e4_shift1k_h03_rope,"4,5,6,7,8",8,6,0,max,37,12,0,200,49,0.755102,5.4054
e4_shift1k_h03_rope,"4,5,6,7,8",8,7,0,0,15,36,0,62,51,0.294118,4.1333
e4_shift1k_h03_rope,"4,5,6,7,8",8,7,0,mean,15,36,0,62,51,0.294118,4.1333
e4_shift1k_h03_rope,"4,5,6,7,8",8,7,0,min,15,36,0,62,51,0.294118,4.1333
e4_shift1k_h03_rope,"4,5,6,7,8",8,7,0,max,15,36,0,62,51,0.294118,4.1333
e4_shift1k_h03_rope,"4,5,6,7,8",8,8,0,0,4,27,0,50,31,0.129032,12.5
e4_shift1k_h03_rope,"4,5,6,7,8",8,8,0,mean,4,27,0,50,31,0.129032,12.5
e4_shift1k_h03_rope,"4,5,6,7,8",8,8,0,min,4,27,0,50,31,0.129032,12.5
e4_shift1k_h03_rope,"4,5,6,7,8",8,8,0,max,4,27,0,50,31,0.129032,12.5
e4_shift1k_h06_s1k,"4,5,6,7,8",8,4,0,0,39,0,0,39,39,1.0,1.0
e4_shift1k_h06_s1k,"4,5,6,7,8",8,4,0,mean,39,0,0,39,39,1.0,1.0
e4_shift1k_h06_s1k,"4,5,6,7,8",8,4,0,min,39,0,0,39,39,1.0,1.0
e4_shift1k_h06_s1k,"4,5,6,7,8",8,4,0,max,39,0,0,39,39,1.0,1.0
e4_shift1k_h06_s1k,"4,5,6,7,8",8,5,0,0,30,0,0,30,30,1.0,1.0
e4_shift1k_h06_s1k,"4,5,6,7,8",8,5,0,mean,30,0,0,30,30,1.0,1.0
e4_shift1k_h06_s1k,"4,5,6,7,8",8,5,0,min,30,0,0,30,30,1.0,1.0
e4_shift1k_h06_s1k,"4,5,6,7,8",8,5,0,max,30,0,0,30,30,1.0,1.0
e4_shift1k_h06_s1k,"4,5,6,7,8",8,6,0,0,14,29,6,6978,49,0.285714,498.4286
e4_shift1k_h06_s1k,"4,5,6,7,8",8,6,0,mean,14,29,6,6978,49,0.285714,498.4286
e4_shift1k_h06_s1k,"4,5,6,7,8",8,6,0,min,14,29,6,6978,49,0.285714,498.4286
e4_shift1k_h06_s1k,"4,5,6,7,8",8,6,0,max,14,29,6,6978,49,0.285714,498.4286
e4_shift1k_h06_s1k,"4,5,6,7,8",8,7,0,0,24,18,9,9727,51,0.470588,405.2917
e4_shift1k_h06_s1k,"4,5,6,7,8",8,7,0,mean,24,18,9,9727,51,0.470588,405.2917
e4_shift1k_h06_s1k,"4,5,6,7,8",8,7,0,min,24,18,9,9727,51,0.470588,405.2917
e4_shift1k_h06_s1k,"4,5,6,7,8",8,7,0,max,24,18,9,9727,51,0.470588,405.2917
e4_shift1k_h06_s1k,"4,5,6,7,8",8,8,0,0,6,19,6,6257,31,0.193548,1042.8333
e4_shift1k_h06_s1k,"4,5,6,7,8",8,8,0,mean,6,19,6,6257,31,0.193548,1042.8333
e4_shift1k_h06_s1k,"4,5,6,7,8",8,8,0,min,6,19,6,6257,31,0.193548,1042.8333
e4_shift1k_h06_s1k,"4,5,6,7,8",8,8,0,max,6,19,6,6257,31,0.193548,1042.8333
e4_shift1k_h06_s1k_rope,"4,5,6,7,8",8,4,0,0,39,0,0,39,39,1.0,1.0
e4_shift1k_h06_s1k_rope,"4,5,6,7,8",8,4,0,mean,39,0,0,39,39,1.0,1.0
e4_shift1k_h06_s1k_rope,"4,5,6,7,8",8,4,0,min,39,0,0,39,39,1.0,1.0
e4_shift1k_h06_s1k_rope,"4,5,6,7,8",8,4,0,max,39,0,0,39,39,1.0,1.0
e4_shift1k_h06_s1k_rope,"4,5,6,7,8",8,5,0,0,30,0,0,30,30,1.0,1.0
e4_shift1k_h06_s1k_rope,"4,5,6,7,8",8,5,0,mean,30,0,0,30,30,1.0,1.0
e4_shift1k_h06_s1k_rope,"4,5,6,7,8",8,5,0,min,30,0,0,30,30,1.0,1.0
e4_shift1k_h06_s1k_rope,"4,5,6,7,8",8,5,0,max,30,0,0,30,30,1.0,1.0
e4_shift1k_h06_s1k_rope,"4,5,6,7,8",8,6,0,0,17,32,0,72,49,0.346939,4.2353
e4_shift1k_h06_s1k_rope,"4,5,6,7,8",8,6,0,mean,17,32,0,72,49,0.346939,4.2353
e4_shift1k_h06_s1k_rope,"4,5,6,7,8",8,6,0,min,17,32,0,72,49,0.346939,4.2353
e4_shift1k_h06_s1k_rope,"4,5,6,7,8",8,6,0,max,17,32,0,72,49,0.346939,4.2353
e4_shift1k_h06_s1k_rope,"4,5,6,7,8",8,7,0,0,23,28,0,87,51,0.45098,3.7826
e4_shift1k_h06_s1k_rope,"4,5,6,7,8",8,7,0,mean,23,28,0,87,51,0.45098,3.7826
e4_shift1k_h06_s1k_rope,"4,5,6,7,8",8,7,0,min,23,28,0,87,51,0.45098,3.7826
e4_shift1k_h06_s1k_rope,"4,5,6,7,8",8,7,0,max,23,28,0,87,51,0.45098,3.7826
e4_shift1k_h06_s1k_rope,"4,5,6,7,8",8,8,0,0,7,24,0,99,31,0.225806,14.1429
e4_shift1k_h06_s1k_rope,"4,5,6,7,8",8,8,0,mean,7,24,0,99,31,0.225806,14.1429
e4_shift1k_h06_s1k_rope,"4,5,6,7,8",8,8,0,min,7,24,0,99,31,0.225806,14.1429
e4_shift1k_h06_s1k_rope,"4,5,6,7,8",8,8,0,max,7,24,0,99,31,0.225806,14.1429
e4_shift1k_h06,"4,5,6,7,8",8,4,0,0,39,0,0,39,39,1.0,1.0
e4_shift1k_h06,"4,5,6,7,8",8,4,0,mean,39,0,0,39,39,1.0,1.0
e4_shift1k_h06,"4,5,6,7,8",8,4,0,min,39,0,0,39,39,1.0,1.0
e4_shift1k_h06,"4,5,6,7,8",8,4,0,max,39,0,0,39,39,1.0,1.0
e4_shift1k_h06,"4,5,6,7,8",8,5,0,0,30,0,0,30,30,1.0,1.0
e4_shift1k_h06,"4,5,6,7,8",8,5,0,mean,30,0,0,30,30,1.0,1.0
e4_shift1k_h06,"4,5,6,7,8",8,5,0,min,30,0,0,30,30,1.0,1.0
e4_shift1k_h06,"4,5,6,7,8",8,5,0,max,30,0,0,30,30,1.0,1.0
e4_shift1k_h06,"4,5,6,7,8",8,6,0,0,21,28,0,49,49,0.428571,2.3333
e4_shift1k_h06,"4,5,6,7,8",8,6,0,mean,21,28,0,49,49,0.428571,2.3333
e4_shift1k_h06,"4,5,6,7,8",8,6,0,min,21,28,0,49,49,0.428571,2.3333
e4_shift1k_h06,"4,5,6,7,8",8,6,0,max,21,28,0,49,49,0.428571,2.3333
e4_shift1k_h06,"4,5,6,7,8",8,7,0,0,27,24,0,52,51,0.529412,1.9259
e4_shift1k_h06,"4,5,6,7,8",8,7,0,mean,27,24,0,52,51,0.529412,1.9259
e4_shift1k_h06,"4,5,6,7,8",8,7,0,min,27,24,0,52,51,0.529412,1.9259
e4_shift1k_h06,"4,5,6,7,8",8,7,0,max,27,24,0,52,51,0.529412,1.9259
e4_shift1k_h06,"4,5,6,7,8",8,8,0,0,11,20,0,32,31,0.354839,2.9091
e4_shift1k_h06,"4,5,6,7,8",8,8,0,mean,11,20,0,32,31,0.354839,2.9091
e4_shift1k_h06,"4,5,6,7,8",8,8,0,min,11,20,0,32,31,0.354839,2.9091
e4_shift1k_h06,"4,5,6,7,8",8,8,0,max,11,20,0,32,31,0.354839,2.9091
e4_shift1k_h06_rope,"4,5,6,7,8",8,4,0,0,39,0,0,39,39,1.0,1.0
e4_shift1k_h06_rope,"4,5,6,7,8",8,4,0,mean,39,0,0,39,39,1.0,1.0
e4_shift1k_h06_rope,"4,5,6,7,8",8,4,0,min,39,0,0,39,39,1.0,1.0
e4_shift1k_h06_rope,"4,5,6,7,8",8,4,0,max,39,0,0,39,39,1.0,1.0
e4_shift1k_h06_rope,"4,5,6,7,8",8,5,0,0,30,0,0,30,30,1.0,1.0
e4_shift1k_h06_rope,"4,5,6,7,8",8,5,0,mean,30,0,0,30,30,1.0,1.0
e4_shift1k_h06_rope,"4,5,6,7,8",8,5,0,min,30,0,0,30,30,1.0,1.0
e4_shift1k_h06_rope,"4,5,6,7,8",8,5,0,max,30,0,0,30,30,1.0,1.0
e4_shift1k_h06_rope,"4,5,6,7,8",8,6,0,0,30,19,0,49,49,0.612245,1.6333
e4_shift1k_h06_rope,"4,5,6,7,8",8,6,0,mean,30,19,0,49,49,0.612245,1.6333
e4_shift1k_h06_rope,"4,5,6,7,8",8,6,0,min,30,19,0,49,49,0.612245,1.6333
e4_shift1k_h06_rope,"4,5,6,7,8",8,6,0,max,30,19,0,49,49,0.612245,1.6333
e4_shift1k_h06_rope,"4,5,6,7,8",8,7,0,0,35,16,0,52,51,0.686275,1.4857
e4_shift1k_h06_rope,"4,5,6,7,8",8,7,0,mean,35,16,0,52,51,0.686275,1.4857
e4_shift1k_h06_rope,"4,5,6,7,8",8,7,0,min,35,16,0,52,51,0.686275,1.4857
e4_shift1k_h06_rope,"4,5,6,7,8",8,7,0,max,35,16,0,52,51,0.686275,1.4857
e4_shift1k_h06_rope,"4,5,6,7,8",8,8,0,0,8,23,0,41,31,0.258065,5.125
e4_shift1k_h06_rope,"4,5,6,7,8",8,8,0,mean,8,23,0,41,31,0.258065,5.125
e4_shift1k_h06_rope,"4,5,6,7,8",8,8,0,min,8,23,0,41,31,0.258065,5.125
e4_shift1k_h06_rope,"4,5,6,7,8",8,8,0,max,8,23,0,41,31,0.258065,5.125
e4_shift1k_h12_s1k,"4,5,6,7,8",8,4,0,0,39,0,0,39,39,1.0,1.0
e4_shift1k_h12_s1k,"4,5,6,7,8",8,4,0,mean,39,0,0,39,39,1.0,1.0
e4_shift1k_h12_s1k,"4,5,6,7,8",8,4,0,min,39,0,0,39,39,1.0,1.0
e4_shift1k_h12_s1k,"4,5,6,7,8",8,4,0,max,39,0,0,39,39,1.0,1.0
e4_shift1k_h12_s1k,"4,5,6,7,8",8,5,0,0,30,0,0,30,30,1.0,1.0
e4_shift1k_h12_s1k,"4,5,6,7,8",8,5,0,mean,30,0,0,30,30,1.0,1.0
e4_shift1k_h12_s1k,"4,5,6,7,8",8,5,0,min,30,0,0,30,30,1.0,1.0
e4_shift1k_h12_s1k,"4,5,6,7,8",8,5,0,max,30,0,0,30,30,1.0,1.0
e4_shift1k_h12_s1k,"4,5,6,7,8",8,6,0,0,26,23,0,88,49,0.530612,3.3846
e4_shift1k_h12_s1k,"4,5,6,7,8",8,6,0,mean,26,23,0,88,49,0.530612,3.3846
e4_shift1k_h12_s1k,"4,5,6,7,8",8,6,0,min,26,23,0,88,49,0.530612,3.3846
e4_shift1k_h12_s1k,"4,5,6,7,8",8,6,0,max,26,23,0,88,49,0.530612,3.3846
e4_shift1k_h12_s1k,"4,5,6,7,8",8,7,0,0,30,21,0,115,51,0.588235,3.8333
e4_shift1k_h12_s1k,"4,5,6,7,8",8,7,0,mean,30,21,0,115,51,0.588235,3.8333
e4_shift1k_h12_s1k,"4,5,6,7,8",8,7,0,min,30,21,0,115,51,0.588235,3.8333
e4_shift1k_h12_s1k,"4,5,6,7,8",8,7,0,max,30,21,0,115,51,0.588235,3.8333
e4_shift1k_h12_s1k,"4,5,6,7,8",8,8,0,0,11,20,0,101,31,0.354839,9.1818
e4_shift1k_h12_s1k,"4,5,6,7,8",8,8,0,mean,11,20,0,101,31,0.354839,9.1818
e4_shift1k_h12_s1k,"4,5,6,7,8",8,8,0,min,11,20,0,101,31,0.354839,9.1818
e4_shift1k_h12_s1k,"4,5,6,7,8",8,8,0,max,11,20,0,101,31,0.354839,9.1818
e4_shift1k_h12_s1k_rope,"4,5,6,7,8",8,4,0,0,39,0,0,39,39,1.0,1.0
e4_shift1k_h12_s1k_rope,"4,5,6,7,8",8,4,0,mean,39,0,0,39,39,1.0,1.0
e4_shift1k_h12_s1k_rope,"4,5,6,7,8",8,4,0,min,39,0,0,39,39,1.0,1.0
e4_shift1k_h12_s1k_rope,"4,5,6,7,8",8,4,0,max,39,0,0,39,39,1.0,1.0
e4_shift1k_h12_s1k_rope,"4,5,6,7,8",8,5,0,0,30,0,0,30,30,1.0,1.0
e4_shift1k_h12_s1k_rope,"4,5,6,7,8",8,5,0,mean,30,0,0,30,30,1.0,1.0
e4_shift1k_h12_s1k_rope,"4,5,6,7,8",8,5,0,min,30,0,0,30,30,1.0,1.0
e4_shift1k_h12_s1k_rope,"4,5,6,7,8",8,5,0,max,30,0,0,30,30,1.0,1.0
e4_shift1k_h12_s1k_rope,"4,5,6,7,8",8,6,0,0,43,6,0,59,49,0.877551,1.3721
e4_shift1k_h12_s1k_rope,"4,5,6,7,8",8,6,0,mean,43,6,0,59,49,0.877551,1.3721
e4_shift1k_h12_s1k_rope,"4,5,6,7,8",8,6,0,min,43,6,0,59,49,0.877551,1.3721
e4_shift1k_h12_s1k_rope,"4,5,6,7,8",8,6,0,max,43,6,0,59,49,0.877551,1.3721
e4_shift1k_h12_s1k_rope,"4,5,6,7,8",8,7,0,0,37,14,0,65,51,0.72549,1.7568
e4_shift1k_h12_s1k_rope,"4,5,6,7,8",8,7,0,mean,37,14,0,65,51,0.72549,1.7568
e4_shift1k_h12_s1k_rope,"4,5,6,7,8",8,7,0,min,37,14,0,65,51,0.72549,1.7568
e4_shift1k_h12_s1k_rope,"4,5,6,7,8",8,7,0,max,37,14,0,65,51,0.72549,1.7568
e4_shift1k_h12_s1k_rope,"4,5,6,7,8",8,8,0,0,11,20,0,72,31,0.354839,6.5455
e4_shift1k_h12_s1k_rope,"4,5,6,7,8",8,8,0,mean,11,20,0,72,31,0.354839,6.5455
e4_shift1k_h12_s1k_rope,"4,5,6,7,8",8,8,0,min,11,20,0,72,31,0.354839,6.5455
e4_shift1k_h12_s1k_rope,"4,5,6,7,8",8,8,0,max,11,20,0,72,31,0.354839,6.5455
e4_shift1k_h12,"4,5,6,7,8",8,4,0,0,39,0,0,39,39,1.0,1.0
e4_shift1k_h12,"4,5,6,7,8",8,4,0,mean,39,0,0,39,39,1.0,1.0
e4_shift1k_h12,"4,5,6,7,8",8,4,0,min,39,0,0,39,39,1.0,1.0
e4_shift1k_h12,"4,5,6,7,8",8,4,0,max,39,0,0,39,39,1.0,1.0
e4_shift1k_h12,"4,5,6,7,8",8,5,0,0,30,0,0,30,30,1.0,1.0
e4_shift1k_h12,"4,5,6,7,8",8,5,0,mean,30,0,0,30,30,1.0,1.0
e4_shift1k_h12,"4,5,6,7,8",8,5,0,min,30,0,0,30,30,1.0,1.0
e4_shift1k_h12,"4,5,6,7,8",8,5,0,max,30,0,0,30,30,1.0,1.0
e4_shift1k_h12,"4,5,6,7,8",8,6,0,0,39,10,0,49,49,0.795918,1.2564
e4_shift1k_h12,"4,5,6,7,8",8,6,0,mean,39,10,0,49,49,0.795918,1.2564
e4_shift1k_h12,"4,5,6,7,8",8,6,0,min,39,10,0,49,49,0.795918,1.2564
e4_shift1k_h12,"4,5,6,7,8",8,6,0,max,39,10,0,49,49,0.795918,1.2564
e4_shift1k_h12,"4,5,6,7,8",8,7,0,0,43,8,0,51,51,0.843137,1.186
e4_shift1k_h12,"4,5,6,7,8",8,7,0,mean,43,8,0,51,51,0.843137,1.186
e4_shift1k_h12,"4,5,6,7,8",8,7,0,min,43,8,0,51,51,0.843137,1.186
e4_shift1k_h12,"4,5,6,7,8",8,7,0,max,43,8,0,51,51,0.843137,1.186
e4_shift1k_h12,"4,5,6,7,8",8,8,0,0,14,17,0,31,31,0.451613,2.2143
e4_shift1k_h12,"4,5,6,7,8",8,8,0,mean,14,17,0,31,31,0.451613,2.2143
e4_shift1k_h12,"4,5,6,7,8",8,8,0,min,14,17,0,31,31,0.451613,2.2143
e4_shift1k_h12,"4,5,6,7,8",8,8,0,max,14,17,0,31,31,0.451613,2.2143
e4_shift1k_h12_rope,"4,5,6,7,8",8,4,0,0,39,0,0,39,39,1.0,1.0
e4_shift1k_h12_rope,"4,5,6,7,8",8,4,0,mean,39,0,0,39,39,1.0,1.0
e4_shift1k_h12_rope,"4,5,6,7,8",8,4,0,min,39,0,0,39,39,1.0,1.0
e4_shift1k_h12_rope,"4,5,6,7,8",8,4,0,max,39,0,0,39,39,1.0,1.0
e4_shift1k_h12_rope,"4,5,6,7,8",8,5,0,0,30,0,0,30,30,1.0,1.0
e4_shift1k_h12_rope,"4,5,6,7,8",8,5,0,mean,30,0,0,30,30,1.0,1.0
e4_shift1k_h12_rope,"4,5,6,7,8",8,5,0,min,30,0,0,30,30,1.0,1.0
e4_shift1k_h12_rope,"4,5,6,7,8",8,5,0,max,30,0,0,30,30,1.0,1.0
e4_shift1k_h12_rope,"4,5,6,7,8",8,6,0,0,49,0,0,49,49,1.0,1.0
